name,location,total_price,Nbr_of_nights,Nbr_of_persons,room_type,beds,rating,rating_title,number_of_ratings,distance_from_centre,start_date,end_date,breakfast_inclusion,free_cancellation,url
"Grand appart 85m2 de standing, hyper centre/gare",Lille Centre, 5403,30,2,Apartment,"4 beds(2 doubles, 2 sofa beds)",9.1,Superb,13 reviews,450 m,Friday 1 October 2021,Sunday 31 October 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/grand-appart-85m2-de-standing-hyper-centre-47-gare.en-gb.html?aid=356980&sid=b77ba9b08abfebd4d729024c30822677&all_sr_blocks=423598701_207457592_4_0_0&checkin=2021-10-01&checkout=2021-10-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=208&highlighted_blocks=423598701_207457592_4_0_0&hpos=8&no_rooms=1&sr_order=price&sr_pri_blocks=423598701_207457592_4_0_0__540270&srepoch=1605067452&srpvid=a5bc1c9dcd930115&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Heart of Old Town - Beautiful house for 7pers terrace 3bdr,Vieux Lille, 5631,30,2,Holiday Home,"4 beds(3 doubles, 1 sofa bed)",,,,550 m,Friday 1 October 2021,Sunday 31 October 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/heart-of-lille-beautiful-house-3-rooms-7pers.en-gb.html?aid=356980&sid=b77ba9b08abfebd4d729024c30822677&all_sr_blocks=641814302_265477927_7_0_0&checkin=2021-10-01&checkout=2021-10-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=209&highlighted_blocks=641814302_265477927_7_0_0&hpos=9&no_rooms=1&sr_order=price&sr_pri_blocks=641814302_265477927_7_0_0__563094&srepoch=1605067452&srpvid=a5bc1c9dcd930115&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
NOCNOC - Le Vauban,Vieux Lille, 5640,30,2,Three-Bedroom Apartment,"4 beds(1 sofa bed, 3 large doubles)",,,,550 m,Friday 1 October 2021,Sunday 31 October 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/nocnoc-le-vauban.en-gb.html?aid=356980&sid=b77ba9b08abfebd4d729024c30822677&all_sr_blocks=685117301_278817910_8_0_0&checkin=2021-10-01&checkout=2021-10-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=210&highlighted_blocks=685117301_278817910_8_0_0&hpos=10&no_rooms=1&sr_order=price&sr_pri_blocks=685117301_278817910_8_0_0__564000&srepoch=1605067452&srpvid=a5bc1c9dcd930115&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Lille Grand Place - Nice apartment 100m2 - 3 bedrooms,Lille Centre, 6199,30,2,Apartment,3 double beds,,,,250 m,Friday 1 October 2021,Sunday 31 October 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/lille-grand-place-superb-apartment-100m2-3-bedrooms.en-gb.html?aid=356980&sid=b77ba9b08abfebd4d729024c30822677&all_sr_blocks=638309502_265483839_6_0_0&checkin=2021-10-01&checkout=2021-10-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=211&highlighted_blocks=638309502_265483839_6_0_0&hpos=11&no_rooms=1&sr_order=price&sr_pri_blocks=638309502_265483839_6_0_0__619920&srepoch=1605067452&srpvid=a5bc1c9dcd930115&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Central Lille Nice functional and cozy ap for 8pers 3bdrm Terrace,Wazemmes, 6365,30,2,Apartment,"6 beds(3 singles, 2 doubles, 1 sofa bed)",,,,1.2 km,Friday 1 October 2021,Sunday 31 October 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/lille-centre-superbe-appartement-avec-terrasse.en-gb.html?aid=356980&sid=b77ba9b08abfebd4d729024c30822677&all_sr_blocks=642672002_265481260_8_0_0&checkin=2021-10-01&checkout=2021-10-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=212&highlighted_blocks=642672002_265481260_8_0_0&hpos=12&no_rooms=1&sr_order=price&sr_pri_blocks=642672002_265481260_8_0_0__636525&srepoch=1605067452&srpvid=a5bc1c9dcd930115&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Mercure Lille Centre Vieux Lille,Vieux Lille, 6600,30,2,Standard Double Room,1 double bed,8,Very good,648 reviews,600 m,Friday 1 October 2021,Sunday 31 October 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/mercure-llile-vieux.en-gb.html?aid=356980&sid=b77ba9b08abfebd4d729024c30822677&all_sr_blocks=5060003_246031402_2_2_0&checkin=2021-10-01&checkout=2021-10-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=213&highlighted_blocks=5060003_246031402_2_2_0&hpos=13&no_rooms=1&sr_order=price&sr_pri_blocks=5060003_246031402_2_2_0__659999&srepoch=1605067452&srpvid=a5bc1c9dcd930115&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
3 Chambres au cœur du vieux Lille,Vieux Lille, 6693,30,2,Three-Bedroom Apartment,"4 beds(3 doubles, 1 sofa bed)",9.2,Superb,8 reviews,450 m,Friday 1 October 2021,Sunday 31 October 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/3-chambres-au-coeur-du-vieux-lille.en-gb.html?aid=356980&sid=b77ba9b08abfebd4d729024c30822677&all_sr_blocks=484380001_207456982_6_0_0&checkin=2021-10-01&checkout=2021-10-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=214&highlighted_blocks=484380001_207456982_6_0_0&hpos=14&no_rooms=1&sr_order=price&sr_pri_blocks=484380001_207456982_6_0_0__669329&srepoch=1605067452&srpvid=a5bc1c9dcd930115&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
NOCNOC - Le Magnifique,Vieux Lille, 6848,30,2,Apartment,"9 beds(3 singles, 4 doubles, 2 sofa beds)",8,Very good,30 reviews,550 m,Friday 1 October 2021,Sunday 31 October 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/la-barre-lilloise-lille.en-gb.html?aid=356980&sid=b77ba9b08abfebd4d729024c30822677&all_sr_blocks=367675001_279079686_0_0_0&checkin=2021-10-01&checkout=2021-10-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=215&highlighted_blocks=367675001_279079686_0_0_0&hpos=15&no_rooms=1&sr_order=price&sr_pri_blocks=367675001_279079686_0_0_0__684801&srepoch=1605067452&srpvid=a5bc1c9dcd930115&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Appart'City Confort Lille Grand Palais,Lille Centre, 7020,30,2,Twin Studio New Generation,2 single beds,7.7,Good,107 reviews,1.6 km,Friday 1 October 2021,Sunday 31 October 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/appart-city-lille-grand-palais.en-gb.html?aid=356980&sid=b77ba9b08abfebd4d729024c30822677&all_sr_blocks=5392115_122522005_0_1_0&checkin=2021-10-01&checkout=2021-10-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=216&highlighted_blocks=5392115_122522005_0_1_0&hpos=16&no_rooms=1&sr_order=price&sr_pri_blocks=5392115_122522005_0_1_0__701999&srepoch=1605067452&srpvid=a5bc1c9dcd930115&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
NOCNOC -Le Vieux Lille - Duplex dans le Vieux Lille,Vieux Lille, 7195,30,2,Two-Bedroom Apartment,"4 beds(2 sofa beds, 2 large doubles)",,,,600 m,Friday 1 October 2021,Sunday 31 October 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/nocnoc-le-vieux-lille-duplex-dans-le-vieux-lille.en-gb.html?aid=356980&sid=b77ba9b08abfebd4d729024c30822677&all_sr_blocks=665521901_275786329_8_0_0&checkin=2021-10-01&checkout=2021-10-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=217&highlighted_blocks=665521901_275786329_8_0_0&hpos=17&no_rooms=1&sr_order=price&sr_pri_blocks=665521901_275786329_8_0_0__719467&srepoch=1605067452&srpvid=a5bc1c9dcd930115&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
NOCNOC - Le grand National,Vauban, 7384,30,2,Apartment,"11 beds(4 singles, 7 doubles)",7.2,Good,18 reviews,1.2 km,Friday 1 October 2021,Sunday 31 October 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/le-grand-national.en-gb.html?aid=356980&sid=b77ba9b08abfebd4d729024c30822677&all_sr_blocks=365275001_279079689_0_0_0&checkin=2021-10-01&checkout=2021-10-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=218&highlighted_blocks=365275001_279079689_0_0_0&hpos=18&no_rooms=1&sr_order=price&sr_pri_blocks=365275001_279079689_0_0_0__738407&srepoch=1605067452&srpvid=a5bc1c9dcd930115&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Old Town - Lovely house with terrace & parking for 8pers,Vieux Lille, 8369,30,2,Holiday Home,"4 beds(3 doubles, 1 sofa bed)",,,,850 m,Friday 1 October 2021,Sunday 31 October 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/vieux-lille-superbe-maison-avec-terrasse-parking.en-gb.html?aid=356980&sid=b77ba9b08abfebd4d729024c30822677&all_sr_blocks=643521502_265481252_8_0_0&checkin=2021-10-01&checkout=2021-10-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=219&highlighted_blocks=643521502_265481252_8_0_0&hpos=19&no_rooms=1&sr_order=price&sr_pri_blocks=643521502_265481252_8_0_0__836892&srepoch=1605067452&srpvid=a5bc1c9dcd930115&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
NOCNOC-Grand Place-L'Authentique,Vieux Lille, 8471,30,2,Apartment,"8 beds(7 doubles, 1 sofa bed)",8.9,Fabulous,6 reviews,100 m,Friday 1 October 2021,Sunday 31 October 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/nocnoc-grand-place-l-39-authentique.en-gb.html?aid=356980&sid=b77ba9b08abfebd4d729024c30822677&all_sr_blocks=513388201_268563919_0_0_0&checkin=2021-10-01&checkout=2021-10-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=220&highlighted_blocks=513388201_268563919_0_0_0&hpos=20&no_rooms=1&sr_order=price&sr_pri_blocks=513388201_268563919_0_0_0__847068&srepoch=1605067452&srpvid=a5bc1c9dcd930115&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
NOCNOC-Grand Place-La Perle,Vieux Lille, 9076,30,2,Apartment,"9 beds(6 doubles, 2 sofa beds, 1 futon)",7.8,Good,8 reviews,100 m,Friday 1 October 2021,Sunday 31 October 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/nocnoc-grand-place-la-perle.en-gb.html?aid=356980&sid=b77ba9b08abfebd4d729024c30822677&all_sr_blocks=513371901_268563923_0_0_0&checkin=2021-10-01&checkout=2021-10-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=221&highlighted_blocks=513371901_268563923_0_0_0&hpos=21&no_rooms=1&sr_order=price&sr_pri_blocks=513371901_268563923_0_0_0__907575&srepoch=1605067452&srpvid=a5bc1c9dcd930115&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
NOCNOC Grand place Belle vue,Vieux Lille, 9077,30,2,Apartment,"8 beds(6 doubles, 2 sofa beds)",7.9,Good,10 reviews,100 m,Friday 1 October 2021,Sunday 31 October 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/nocnoc-grand-place-belle-vue.en-gb.html?aid=356980&sid=b77ba9b08abfebd4d729024c30822677&all_sr_blocks=509184501_279079655_0_0_0&checkin=2021-10-01&checkout=2021-10-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=222&highlighted_blocks=509184501_279079655_0_0_0&hpos=22&no_rooms=1&sr_order=price&sr_pri_blocks=509184501_279079655_0_0_0__907735&srepoch=1605067452&srpvid=a5bc1c9dcd930115&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
"SymbioHome Design House, 4 chambres, 3 Sdb, Lille Centre",Wazemmes, 9360,30,2,Maisonette,"6 beds(4 doubles, 2 sofa beds)",,,,1 km,Friday 1 October 2021,Sunday 31 October 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/design-amp-lifestyle-symbiohome-4-chambres-3-sdb.en-gb.html?aid=356980&sid=b77ba9b08abfebd4d729024c30822677&all_sr_blocks=586168001_237006087_4_0_0&checkin=2021-10-01&checkout=2021-10-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=223&highlighted_blocks=586168001_237006087_4_0_0&hpos=23&no_rooms=1&sr_order=price&sr_pri_blocks=586168001_237006087_4_0_0__935999&srepoch=1605067452&srpvid=a5bc1c9dcd930115&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
NOCNOC - La Villa Cachee,Lille Centre, 11928,30,2,Villa,"14 beds(7 singles, 5 doubles, 2 sofa beds)",7.8,Good,5 reviews,900 m,Friday 1 October 2021,Sunday 31 October 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/la-villa-cachee-prox-gare-lille-flandre-metro.en-gb.html?aid=356980&sid=b77ba9b08abfebd4d729024c30822677&all_sr_blocks=405899201_279079684_0_0_0&checkin=2021-10-01&checkout=2021-10-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=224&highlighted_blocks=405899201_279079684_0_0_0&hpos=24&no_rooms=1&sr_order=price&sr_pri_blocks=405899201_279079684_0_0_0__1192834&srepoch=1605067452&srpvid=a5bc1c9dcd930115&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Appartement Lille colocation,Faubourg de Béthune, 725,29,2,One-Bedroom Apartment,"3 beds(2 singles, 1 sofa bed)",1,Review score,3 reviews,3.2 km,Monday 1 November 2021,Tuesday 30 November 2021,Not Included,No Free Cancellation,https://www.booking.com/hotel/fr/appartement-lille-colocation.en-gb.html?aid=356980&sid=0eefa60007140b7f93eb0963101545a8&all_sr_blocks=661111001_270680259_2_0_0&checkin=2021-11-01&checkout=2021-11-30&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=1&highlighted_blocks=661111001_270680259_2_0_0&hpos=1&no_rooms=1&sr_order=price&sr_pri_blocks=661111001_270680259_2_0_0__72499&srepoch=1605067456&srpvid=35a41c9f86d1010f&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Deffrennes,Lille Sud, 870,29,2,Budget Double Room,1 double bed,5.9,Review score,441 reviews,2.8 km,Monday 1 November 2021,Tuesday 30 November 2021,Not Included,No Free Cancellation,https://www.booking.com/hotel/fr/deffrennes.en-gb.html?aid=356980&sid=0eefa60007140b7f93eb0963101545a8&all_sr_blocks=225336806_179896357_2_0_0&checkin=2021-11-01&checkout=2021-11-30&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=2&highlighted_blocks=225336806_179896357_2_0_0&hpos=2&no_rooms=1&sr_order=price&sr_pri_blocks=225336806_179896357_2_0_0__87000&srepoch=1605067456&srpvid=35a41c9f86d1010f&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Lille Appartement Hotel 里尔公寓酒店,Lille, 1366,29,2,Superior Apartment,"2 beds(1 double, 1 sofa bed)",8.1,Very good,52 reviews,3.7 km,Monday 1 November 2021,Tuesday 30 November 2021,Not Included,No Free Cancellation,https://www.booking.com/hotel/fr/cozying-apparemment.en-gb.html?aid=356980&sid=0eefa60007140b7f93eb0963101545a8&all_sr_blocks=612421704_245121184_2_0_0&checkin=2021-11-01&checkout=2021-11-30&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=3&highlighted_blocks=612421704_245121184_2_0_0&hpos=3&no_rooms=1&sr_order=price&sr_pri_blocks=612421704_245121184_2_0_0__136620&srepoch=1605067456&srpvid=35a41c9f86d1010f&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Appartement Lumineux,Lille, 1414,29,2,One-Bedroom Apartment,"2 beds(1 double, 1 sofa bed)",9.5,Exceptional,26 reviews,2.9 km,Monday 1 November 2021,Tuesday 30 November 2021,Not Included,No Free Cancellation,https://www.booking.com/hotel/fr/appartement-lumineux.en-gb.html?aid=356980&sid=0eefa60007140b7f93eb0963101545a8&all_sr_blocks=194253901_200130116_2_0_0&checkin=2021-11-01&checkout=2021-11-30&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=4&highlighted_blocks=194253901_200130116_2_0_0&hpos=4&no_rooms=1&sr_order=price&sr_pri_blocks=194253901_200130116_2_0_0__141375&srepoch=1605067456&srpvid=35a41c9f86d1010f&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Eklo Hotels Lille,Fives, 1513,29,2,Twin Room (Room Only),2 single beds,7.9,Good,"2,528 reviews",2.4 km,Monday 1 November 2021,Tuesday 30 November 2021,Not Included,No Free Cancellation,https://www.booking.com/hotel/fr/eklo-hotels-lille.en-gb.html?aid=356980&sid=0eefa60007140b7f93eb0963101545a8&all_sr_blocks=241942502_195864606_0_2_0&checkin=2021-11-01&checkout=2021-11-30&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=5&highlighted_blocks=241942502_195864606_0_2_0&hpos=5&no_rooms=1&sr_order=price&sr_pri_blocks=241942502_195864606_0_2_0__151299&srepoch=1605067456&srpvid=35a41c9f86d1010f&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Duplex savane,Fives, 1544,29,2,One-Bedroom Apartment,1 double bed,,,,1.5 km,Monday 1 November 2021,Tuesday 30 November 2021,Not Included,No Free Cancellation,https://www.booking.com/hotel/fr/duplex-savane.en-gb.html?aid=356980&sid=0eefa60007140b7f93eb0963101545a8&all_sr_blocks=672179201_275128007_2_0_0&checkin=2021-11-01&checkout=2021-11-30&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=6&highlighted_blocks=672179201_275128007_2_0_0&hpos=6&no_rooms=1&sr_order=price&sr_pri_blocks=672179201_275128007_2_0_0__154425&srepoch=1605067456&srpvid=35a41c9f86d1010f&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Old town - Nice cozy studio !,Vieux Lille, 1656,29,2,Apartment,1 double bed,,,,700 m,Monday 1 November 2021,Tuesday 30 November 2021,Not Included,No Free Cancellation,https://www.booking.com/hotel/fr/old-town-nice-cozy-studio.en-gb.html?aid=356980&sid=0eefa60007140b7f93eb0963101545a8&all_sr_blocks=641691702_265481239_2_0_0&checkin=2021-11-01&checkout=2021-11-30&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=7&highlighted_blocks=641691702_265481239_2_0_0&hpos=7&no_rooms=1&sr_order=price&sr_pri_blocks=641691702_265481239_2_0_0__165578&srepoch=1605067456&srpvid=35a41c9f86d1010f&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
In the heart of Central Lille Nice functional and cozy studio for 2pers,Wazemmes, 1669,29,2,Apartment,1 double bed,,,,1.6 km,Monday 1 November 2021,Tuesday 30 November 2021,Not Included,No Free Cancellation,https://www.booking.com/hotel/fr/lille-center-beautiful-studio-equipped.en-gb.html?aid=356980&sid=0eefa60007140b7f93eb0963101545a8&all_sr_blocks=641541002_265481251_2_0_0&checkin=2021-11-01&checkout=2021-11-30&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=8&highlighted_blocks=641541002_265481251_2_0_0&hpos=8&no_rooms=1&sr_order=price&sr_pri_blocks=641541002_265481251_2_0_0__166936&srepoch=1605067456&srpvid=35a41c9f86d1010f&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Lille Centre - Nice and cozy studio for 2pers,Lille, 1669,29,2,Apartment,1 double bed,6.8,Review score,4 reviews,1.5 km,Monday 1 November 2021,Tuesday 30 November 2021,Not Included,No Free Cancellation,https://www.booking.com/hotel/fr/superbe-studio-tv-wifi-netflix-7min-gares.en-gb.html?aid=356980&sid=0eefa60007140b7f93eb0963101545a8&all_sr_blocks=641796302_265481183_2_0_0&checkin=2021-11-01&checkout=2021-11-30&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=9&highlighted_blocks=641796302_265481183_2_0_0&hpos=9&no_rooms=1&sr_order=price&sr_pri_blocks=641796302_265481183_2_0_0__166936&srepoch=1605067456&srpvid=35a41c9f86d1010f&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
In the heart of Central Lille Nice functional and cozy studio for 2pers,Wazemmes, 1669,29,2,Studio,1 double bed,,,,1.5 km,Monday 1 November 2021,Tuesday 30 November 2021,Not Included,No Free Cancellation,https://www.booking.com/hotel/fr/lille-centre-superbe-studio-cozy-et-equipe-lille.en-gb.html?aid=356980&sid=0eefa60007140b7f93eb0963101545a8&all_sr_blocks=641835102_265482549_2_0_0&checkin=2021-11-01&checkout=2021-11-30&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=10&highlighted_blocks=641835102_265482549_2_0_0&hpos=10&no_rooms=1&sr_order=price&sr_pri_blocks=641835102_265482549_2_0_0__166936&srepoch=1605067456&srpvid=35a41c9f86d1010f&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Lille Centre - Nice and cozy studio for 2pers,Lille, 1669,29,2,Apartment,1 double bed,,,,1.5 km,Monday 1 November 2021,Tuesday 30 November 2021,Not Included,No Free Cancellation,https://www.booking.com/hotel/fr/superbe-studio-tv-wifi-netflix-7min-gares-lille.en-gb.html?aid=356980&sid=0eefa60007140b7f93eb0963101545a8&all_sr_blocks=641801102_265481178_2_0_0&checkin=2021-11-01&checkout=2021-11-30&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=11&highlighted_blocks=641801102_265481178_2_0_0&hpos=11&no_rooms=1&sr_order=price&sr_pri_blocks=641801102_265481178_2_0_0__166936&srepoch=1605067456&srpvid=35a41c9f86d1010f&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
In the heart of Central Lille Nice functional and cozy studio for 2pers,Lille Centre, 1669,29,2,Apartment,1 double bed,,,,800 m,Monday 1 November 2021,Tuesday 30 November 2021,Not Included,No Free Cancellation,https://www.booking.com/hotel/fr/superbe-studio-a-3mn-grand-palais-lille-flandres.en-gb.html?aid=356980&sid=0eefa60007140b7f93eb0963101545a8&all_sr_blocks=641805402_265477932_2_0_0&checkin=2021-11-01&checkout=2021-11-30&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=12&highlighted_blocks=641805402_265477932_2_0_0&hpos=12&no_rooms=1&sr_order=price&sr_pri_blocks=641805402_265477932_2_0_0__166936&srepoch=1605067456&srpvid=35a41c9f86d1010f&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
